group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
levi,1_50_250000_0.000001,,,,18455573.0,ns,22
levi,1_50_250000_0.000001,,,,17003388.0,ns,22
levi,1_50_250000_0.000001,,,,18549951.0,ns,22
levi,1_50_250000_0.000001,,,,45841507.0,ns,22
levi,1_50_250000_0.000001,,,,56728617.0,ns,22
levi,1_50_250000_0.000001,,,,84467301.0,ns,22
levi,1_50_250000_0.000001,,,,88752745.0,ns,22
levi,1_50_250000_0.000001,,,,90016955.0,ns,22
levi,1_50_250000_0.000001,,,,40699864.0,ns,22
levi,1_50_250000_0.000001,,,,18714322.0,ns,22
levi,1_50_250000_0.000001,,,,15746622.0,ns,22
levi,1_50_250000_0.000001,,,,16069111.0,ns,22
levi,1_50_250000_0.000001,,,,24574785.0,ns,22
levi,1_50_250000_0.000001,,,,69721122.0,ns,22
levi,1_50_250000_0.000001,,,,31051123.0,ns,22
levi,1_50_250000_0.000001,,,,28222260.0,ns,22
levi,1_50_250000_0.000001,,,,40094275.0,ns,22
levi,1_50_250000_0.000001,,,,88138923.0,ns,22
levi,1_50_250000_0.000001,,,,91383554.0,ns,22
levi,1_50_250000_0.000001,,,,106035686.0,ns,22
levi,1_50_250000_0.000001,,,,96299517.0,ns,22
levi,1_50_250000_0.000001,,,,60020968.0,ns,22
levi,1_50_250000_0.000001,,,,17085090.0,ns,22
levi,1_50_250000_0.000001,,,,21119973.0,ns,22
levi,1_50_250000_0.000001,,,,28618869.0,ns,22
levi,1_50_250000_0.000001,,,,84346464.0,ns,22
levi,1_50_250000_0.000001,,,,96316600.0,ns,22
levi,1_50_250000_0.000001,,,,82218291.0,ns,22
levi,1_50_250000_0.000001,,,,82745718.0,ns,22
levi,1_50_250000_0.000001,,,,77722847.0,ns,22
levi,1_50_250000_0.000001,,,,87215956.0,ns,22
levi,1_50_250000_0.000001,,,,72305544.0,ns,22
levi,1_50_250000_0.000001,,,,97636199.0,ns,22
levi,1_50_250000_0.000001,,,,93834323.0,ns,22
levi,1_50_250000_0.000001,,,,34653339.0,ns,22
levi,1_50_250000_0.000001,,,,16424771.0,ns,22
levi,1_50_250000_0.000001,,,,15118191.0,ns,22
levi,1_50_250000_0.000001,,,,16958431.0,ns,22
levi,1_50_250000_0.000001,,,,17229601.0,ns,22
levi,1_50_250000_0.000001,,,,25385435.0,ns,22
levi,1_50_250000_0.000001,,,,51132280.0,ns,22
levi,1_50_250000_0.000001,,,,97435938.0,ns,22
levi,1_50_250000_0.000001,,,,80188944.0,ns,22
levi,1_50_250000_0.000001,,,,107362986.0,ns,22
levi,1_50_250000_0.000001,,,,87127622.0,ns,22
levi,1_50_250000_0.000001,,,,87540782.0,ns,22
levi,1_50_250000_0.000001,,,,91862567.0,ns,22
levi,1_50_250000_0.000001,,,,86639783.0,ns,22
levi,1_50_250000_0.000001,,,,81148102.0,ns,22
levi,1_50_250000_0.000001,,,,99732850.0,ns,22
levi,1_50_250000_0.000001,,,,88355126.0,ns,22
levi,1_50_250000_0.000001,,,,98721897.0,ns,22
levi,1_50_250000_0.000001,,,,79922328.0,ns,22
levi,1_50_250000_0.000001,,,,35000215.0,ns,22
levi,1_50_250000_0.000001,,,,35255061.0,ns,22
levi,1_50_250000_0.000001,,,,45387195.0,ns,22
levi,1_50_250000_0.000001,,,,93554883.0,ns,22
levi,1_50_250000_0.000001,,,,96542868.0,ns,22
levi,1_50_250000_0.000001,,,,40325850.0,ns,22
levi,1_50_250000_0.000001,,,,18734472.0,ns,22
levi,1_50_250000_0.000001,,,,14421068.0,ns,22
levi,1_50_250000_0.000001,,,,16859932.0,ns,22
levi,1_50_250000_0.000001,,,,17121600.0,ns,22
levi,1_50_250000_0.000001,,,,23893079.0,ns,22
levi,1_50_250000_0.000001,,,,64341120.0,ns,22
levi,1_50_250000_0.000001,,,,83940885.0,ns,22
levi,1_50_250000_0.000001,,,,88931888.0,ns,22
levi,1_50_250000_0.000001,,,,90876442.0,ns,22
levi,1_50_250000_0.000001,,,,88757842.0,ns,22
levi,1_50_250000_0.000001,,,,94785755.0,ns,22
levi,1_50_250000_0.000001,,,,86897558.0,ns,22
levi,1_50_250000_0.000001,,,,89415924.0,ns,22
levi,1_50_250000_0.000001,,,,78171154.0,ns,22
levi,1_50_250000_0.000001,,,,98370264.0,ns,22
levi,1_50_250000_0.000001,,,,79339364.0,ns,22
levi,1_50_250000_0.000001,,,,91233119.0,ns,22
levi,1_50_250000_0.000001,,,,91089799.0,ns,22
levi,1_50_250000_0.000001,,,,98274478.0,ns,22
levi,1_50_250000_0.000001,,,,90450830.0,ns,22
levi,1_50_250000_0.000001,,,,91697517.0,ns,22
levi,1_50_250000_0.000001,,,,68145428.0,ns,22
levi,1_50_250000_0.000001,,,,22026730.0,ns,22
levi,1_50_250000_0.000001,,,,20024814.0,ns,22
levi,1_50_250000_0.000001,,,,17962524.0,ns,22
levi,1_50_250000_0.000001,,,,18587903.0,ns,22
levi,1_50_250000_0.000001,,,,22416160.0,ns,22
levi,1_50_250000_0.000001,,,,64633039.0,ns,22
levi,1_50_250000_0.000001,,,,88138833.0,ns,22
levi,1_50_250000_0.000001,,,,99889516.0,ns,22
levi,1_50_250000_0.000001,,,,66248955.0,ns,22
levi,1_50_250000_0.000001,,,,16413772.0,ns,22
levi,1_50_250000_0.000001,,,,17415184.0,ns,22
levi,1_50_250000_0.000001,,,,25693595.0,ns,22
levi,1_50_250000_0.000001,,,,65349045.0,ns,22
levi,1_50_250000_0.000001,,,,91114684.0,ns,22
