group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
ackley,20_20_10000_0.000000001,,,,53734168.0,ns,1
ackley,20_20_10000_0.000000001,,,,57031864.0,ns,1
ackley,20_20_10000_0.000000001,,,,55099991.0,ns,1
ackley,20_20_10000_0.000000001,,,,55091522.0,ns,1
ackley,20_20_10000_0.000000001,,,,55118446.0,ns,1
ackley,20_20_10000_0.000000001,,,,54560404.0,ns,1
ackley,20_20_10000_0.000000001,,,,58724123.0,ns,1
ackley,20_20_10000_0.000000001,,,,54419526.0,ns,1
ackley,20_20_10000_0.000000001,,,,54762860.0,ns,1
ackley,20_20_10000_0.000000001,,,,56569422.0,ns,1
ackley,20_20_10000_0.000000001,,,,53813791.0,ns,1
ackley,20_20_10000_0.000000001,,,,54337107.0,ns,1
ackley,20_20_10000_0.000000001,,,,54133219.0,ns,1
ackley,20_20_10000_0.000000001,,,,55343512.0,ns,1
ackley,20_20_10000_0.000000001,,,,54431678.0,ns,1
ackley,20_20_10000_0.000000001,,,,54130478.0,ns,1
ackley,20_20_10000_0.000000001,,,,53955028.0,ns,1
ackley,20_20_10000_0.000000001,,,,57810378.0,ns,1
ackley,20_20_10000_0.000000001,,,,55024789.0,ns,1
ackley,20_20_10000_0.000000001,,,,58930332.0,ns,1
ackley,20_20_10000_0.000000001,,,,53849876.0,ns,1
ackley,20_20_10000_0.000000001,,,,54752278.0,ns,1
ackley,20_20_10000_0.000000001,,,,54786367.0,ns,1
ackley,20_20_10000_0.000000001,,,,54781147.0,ns,1
ackley,20_20_10000_0.000000001,,,,54739009.0,ns,1
ackley,20_20_10000_0.000000001,,,,54409300.0,ns,1
ackley,20_20_10000_0.000000001,,,,55381322.0,ns,1
ackley,20_20_10000_0.000000001,,,,58267058.0,ns,1
ackley,20_20_10000_0.000000001,,,,56190247.0,ns,1
ackley,20_20_10000_0.000000001,,,,65651279.0,ns,1
ackley,20_20_10000_0.000000001,,,,55183688.0,ns,1
ackley,20_20_10000_0.000000001,,,,58511335.0,ns,1
ackley,20_20_10000_0.000000001,,,,54545898.0,ns,1
ackley,20_20_10000_0.000000001,,,,53964548.0,ns,1
ackley,20_20_10000_0.000000001,,,,53930661.0,ns,1
ackley,20_20_10000_0.000000001,,,,54616435.0,ns,1
ackley,20_20_10000_0.000000001,,,,54797741.0,ns,1
ackley,20_20_10000_0.000000001,,,,53844492.0,ns,1
ackley,20_20_10000_0.000000001,,,,55390521.0,ns,1
ackley,20_20_10000_0.000000001,,,,54897604.0,ns,1
ackley,20_20_10000_0.000000001,,,,57860773.0,ns,1
ackley,20_20_10000_0.000000001,,,,53863366.0,ns,1
ackley,20_20_10000_0.000000001,,,,57949469.0,ns,1
ackley,20_20_10000_0.000000001,,,,54368898.0,ns,1
ackley,20_20_10000_0.000000001,,,,54274839.0,ns,1
ackley,20_20_10000_0.000000001,,,,57994597.0,ns,1
ackley,20_20_10000_0.000000001,,,,54944533.0,ns,1
ackley,20_20_10000_0.000000001,,,,55155627.0,ns,1
ackley,20_20_10000_0.000000001,,,,55123205.0,ns,1
ackley,20_20_10000_0.000000001,,,,54153362.0,ns,1
ackley,20_20_10000_0.000000001,,,,53849132.0,ns,1
