group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schaffer2,20_50_250000_0.000000001,,,,2770215088.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2784103111.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2661019898.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2778680750.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2766010990.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2740214210.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2774422340.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2753905546.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2741290833.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2796334171.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2783061977.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2715875635.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2795203600.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2776617855.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2692565310.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2766370987.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2730285272.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2674017343.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2778192111.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2772033578.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2699863952.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2741753059.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2818364573.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2747960311.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2773638463.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2760430132.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2777165253.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2687083678.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2775897561.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2738442078.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2783099023.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2808684706.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2686440297.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2768086123.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2803631933.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2755517808.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2779100670.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2782273653.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2777072257.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2757481194.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2749979811.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2771455799.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2755616203.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2796497456.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2770254538.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2759743369.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2794058444.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2693082911.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2805663454.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2694036489.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2704255251.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2789479321.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2803813915.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2687677304.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2812529835.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2818336545.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2702101504.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2792736400.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2697431609.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2765708283.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2810839637.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2780775716.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2795829735.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2774151244.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2727538429.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2678492159.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2769635011.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2763100963.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2768617052.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2767050637.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2717708643.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2724000265.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2744016881.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2780835605.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2686356838.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2794861621.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2799331398.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2702539937.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2770755155.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2710666409.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2731708471.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2712753008.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2767553583.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2779179475.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2795124583.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2744633414.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2734908936.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2763153642.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2780733430.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2683757728.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2739229145.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2813593790.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2722949940.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2785317169.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2760160409.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2765584775.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2808004618.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2776381608.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2674750035.0,ns,1
schaffer2,20_50_250000_0.000000001,,,,2766100844.0,ns,1
